target,x,y,z
1.0,-0.104062831259,0.204720790934,9.69121637781
1.0,0.2203272438,-0.0591947829395,10.2795220267
1.0,-0.05012450196,-0.00993347036738,9.95980896841
1.0,0.303605987539,0.320458603111,9.98314738443
1.0,-0.107839649118,-0.0345477227778,9.92670807366
1.0,0.116712001084,-0.409053691962,10.525765693
1.0,0.334101787331,-0.0832792162907,10.4173810036
1.0,0.449230451865,0.198694634817,10.250535817
1.0,-0.180714704205,0.133878070814,9.68540722498
1.0,-0.0225353433455,-0.223893173644,10.2013578303
1.0,-0.0226337965539,0.0536342699055,9.92373193354
1.0,-0.304939742625,0.196239536131,9.49882072124
1.0,0.269243720362,-0.308193927749,10.5774376481
1.0,0.305632025133,0.229368896957,10.0762631282
1.0,0.373664408829,0.0680709024604,10.3055935064
1.0,0.26897872931,-0.153914155883,10.4228928852
1.0,0.439776399239,-0.00874553575373,10.448521935
1.0,0.0192232967547,0.148600257031,9.87062303972
1.0,0.147779973724,-0.0516142879482,10.1993942617
1.0,-0.0805848614236,-0.0560945106149,9.97550964919
1.0,0.191510928296,-0.0796360041909,10.2711469325
1.0,0.196004377129,-0.051084288334,10.2470886655
1.0,0.0694126502768,0.123405025146,9.94600762513
1.0,0.243144157467,0.042673378657,10.2004707788
1.0,-0.0736934711718,-0.188548318092,10.1148548469
1.0,-0.112864132975,0.121714472918,9.76542139411
1.0,0.118913010716,-0.0886728546287,10.2075858653
1.0,-0.15466224792,-0.214764903269,10.0601026553
1.0,0.0459058782734,0.0473565587756,9.9985493195
1.0,-0.233673512534,-0.0881705252833,9.85449701275
1.0,0.151103392525,-0.352539509283,10.5036429018
1.0,-0.371182651186,-0.0246594021939,9.65347675101
1.0,-0.186234166997,0.0265166817771,9.78724915123
1.0,0.063831144895,-0.108752128068,10.172583273
1.0,0.222184666791,-0.333821919911,10.5560065867
1.0,-0.168557017253,0.114903559811,9.71653942294
1.0,0.0139997195435,-0.110049563851,10.1240492834
1.0,-0.604422832467,0.277144827764,9.11843233977
1.0,0.197798598812,0.190143054635,10.0076555442
1.0,-0.242512503443,0.00644633055282,9.751041166
1.0,0.518307988919,-0.184550440922,10.7028584298
1.0,-0.483706080913,0.079570809907,9.43672310918
1.0,-0.400408735669,0.164856610119,9.43473465421
1.0,0.327359656856,0.165318418328,10.1620412385
1.0,-0.0647050320806,-0.300586235867,10.2358812038
1.0,-0.222954801021,0.0800007781146,9.69704442086
1.0,0.358900310927,0.0614483700329,10.2974519409
1.0,-0.199021457476,-0.156365329913,9.95734387244
1.0,0.153171988555,0.112098100304,10.0410738883
1.0,0.178248883098,0.111911293746,10.0663375894
1.0,0.738658661839,0.104390742486,9.98696790648
1.0,0.512147065736,0.515319911672,9.43308872343
1.0,0.701821358697,0.0771590817588,10.1530563536
1.0,0.829486784806,0.00693073585628,10.4502020443
1.0,0.685149788568,-0.0955366142846,10.5131400506
1.0,0.863873648097,0.164728800293,10.5403106758
1.0,0.182259062901,0.372716869472,9.76161200894
1.0,0.146061406299,0.425574510058,9.78390525508
1.0,0.315194868832,0.587692169913,9.90095990149
1.0,0.223443184032,0.790158122015,9.7137377872
1.0,0.275100473998,0.847639233283,9.81018049226
1.0,-0.116463402905,0.417370767793,9.94481143943
1.0,-0.291400390259,0.806419339805,9.46890078635
1.0,-0.562859058421,0.958421313663,9.12427601055
1.0,-0.140009785506,0.667099863905,9.90680152927
1.0,-0.518918733717,0.632482487917,9.61930677825
1.0,-0.258825878084,0.524102233023,10.0321239221
1.0,0.256737584161,0.459668682315,10.6433135565
1.0,-0.0535798053758,0.807236571316,10.0029780594
1.0,-0.363005034968,0.282574789114,10.2218450629
1.0,-0.188497330045,0.497681439386,10.1709000415
1.0,-0.680534742345,0.512916805912,9.63946765845
1.0,-0.260980961821,0.133120777784,10.4012249603
1.0,-0.730528822723,0.336876886403,9.67748783745
1.0,-0.604224030478,0.277268545816,9.80092172632
1.0,-0.401546687271,-0.0454000862279,10.2527267045
1.0,-0.776130954883,0.257064254161,9.4922339576
1.0,-0.913548749774,-0.123491669479,9.64333943745
1.0,-1.01959614019,0.138236168132,9.17639299103
1.0,-0.663463297301,-0.0883315204541,9.65434614074
1.0,-1.1668540189,-0.283757978141,9.23770858816
1.0,-0.46734205288,-0.754363286617,10.2969387748
1.0,-0.239563403264,-0.330559846103,9.98956008219
1.0,-0.32569791618,-0.364207604853,9.82700695222
1.0,-0.215421595859,-0.928676115161,10.3947069883
1.0,0.021648524178,-0.708287497864,10.309051729
1.0,-0.0517513263627,-0.789326282412,10.2206742117
1.0,0.109225422116,-0.433539239125,9.93768048008
1.0,-0.00918536640106,-0.282979606407,9.58974893425
1.0,0.215114142107,-0.502512235165,9.96508626261
1.0,0.546682965704,-0.428154503909,10.1653479723
1.0,0.152514775052,-0.445639585456,9.74415812327
1.0,0.187292000896,-0.255808490869,9.55774134477
1.0,0.491401314711,-0.298274617132,9.88659181635
1.0,0.424339903672,-0.302121411386,9.81956942267
1.0,0.777373628174,-0.2129174775,10.0935686181
1.0,0.518044675497,-0.252478935974,9.89778749527
1.0,0.351476131843,-0.207959540521,9.72412499755
1.0,0.796810130881,-0.04455973156,10.056334075
1.0,0.248365807136,0.0498275035551,9.47583478706
1.0,1.13573031815,-0.102411957969,9.90666881902
1.0,1.65081381286,0.383835825571,10.1022982494
1.0,1.01890003818,0.492311524983,9.54581055354
1.0,0.909168393682,0.514516417865,9.61198654836
1.0,0.972071226167,0.805587481476,9.59302041333
1.0,1.11170995233,0.634105344741,10.1211370341
1.0,0.986290011572,0.751009050491,10.1001841188
1.0,1.1737181925,0.781376983898,10.4795024565
1.0,1.3509845828,1.07130741632,10.5864822688
1.0,0.617986225165,1.15362544466,9.98473509352
1.0,0.331580274314,1.17573321629,9.88035123348
1.0,0.175552127996,1.48988415853,9.6016466682
1.0,-0.239860308907,0.988534817035,9.86338614617
1.0,-0.217906341528,1.2419685776,9.78926727154
1.0,-0.116712174192,0.468399085901,10.8004710309
1.0,-0.489824729793,1.51485623934,9.49427104029
1.0,-0.264518348821,1.01957199648,10.3033749025
1.0,-0.765691871321,1.04312089219,9.84091474893
1.0,-0.485325034284,0.875998051487,10.3234347986
1.0,-1.03708083703,1.20954762858,9.44537600737
1.0,-1.28023197848,0.462493209688,9.92862792269
1.0,-1.1857025901,0.767545108559,9.66988145398
1.0,-1.47830508379,0.610739758056,9.45904750723
1.0,-1.34035489627,0.12435306647,9.98271691467
1.0,-1.07003264831,0.363976864701,9.88870320366
1.0,-0.818376897919,-0.401850901429,10.7593946646
1.0,-0.830941292697,0.0182761208546,10.160143952
1.0,-1.27511577265,-0.192117949868,9.74266108771
1.0,-0.702659010828,-0.114167538005,10.0392159878
1.0,-1.38863675994,-0.258001857257,9.28799076556
1.0,-1.31887467807,-0.395620523779,9.27845338584
1.0,-0.824953779379,-0.892818035931,10.0482347982
1.0,-1.36727721452,-0.878318735403,9.26914327676
1.0,-0.679651251061,-1.04216127493,9.90091296967
1.0,-0.567994689797,-0.819921772828,9.57666246845
1.0,-0.588814339917,-1.33552560479,9.86717659348
1.0,-0.0357118709055,-1.531730164,10.4248292681
1.0,-0.459245793382,-1.66099665255,9.95454262771
1.0,0.210871244585,-1.61411382163,10.4201658933
1.0,0.298502287248,-1.6036868994,10.3606504397
1.0,0.527114398865,-1.17555066898,10.047452081
1.0,0.350159288379,-1.45138763023,10.0574959217
1.0,0.640555732982,-0.797276518638,9.6311790849
1.0,0.850879648667,-1.09893758227,10.1077840087
1.0,0.414345313315,-0.613428762709,9.17814031231
1.0,1.22997282082,-0.826052684141,10.2266904576
1.0,0.775658391633,-0.251692444748,9.24589396439
1.0,1.29223897864,-0.441400153682,10.0268855916
1.0,1.25779916692,-0.669325557989,10.320722748
1.0,1.23832573222,-0.18234327863,9.93868582808
1.0,2.04653589959,0.103705294417,9.89300765641
1.0,2.00199725527,-0.167368286746,10.368910858
1.0,1.81475157776,0.217107062684,10.0721358392
1.0,1.6988110672,0.472475781244,9.99701868848
1.0,1.31752450119,0.881940542336,9.51903911266
1.0,1.44026768765,1.26686611114,9.58128055052
1.0,0.923313069064,1.74740072887,8.91475602528
1.0,1.24687356859,1.27120329087,10.0468053374
1.0,1.01771065065,1.44077250217,9.97645611784
1.0,1.11733987775,1.69535354419,10.1408051956
