x1,x2,x3,x4,y
0.0309664942023,-0.0220289036631,-3.99001690037,0.0278442587913,0.632825134582
-0.0204945776461,-0.0241878429081,-3.965097063,0.0204799501642,0.583515029356
0.0123451805989,0.0540291346172,-4.00185051849,-0.0856952027115,0.607241560313
0.0368422789691,0.00681399061289,-3.97736313438,-0.0815264904911,0.635805158598
-0.0308584921519,0.00422535454509,-3.96289043191,0.0498217751819,0.574813029513
0.00933894404839,0.111405057032,-3.98722691874,0.0305616639543,0.605631838639
0.0546234164799,0.0465755421277,-3.93925249844,0.00419471260365,0.659751733748
0.032975427893,0.0795998883444,-3.94219614708,0.0169557708305,0.636250736982
0.0591761809971,0.0332622782796,-3.95415602694,0.0326935648821,0.664461450243
0.0186663172663,0.122397061068,-3.93726963537,0.0176825765092,0.618152077936
0.0454850698307,0.15034292034,-3.92295080541,-0.00074163191949,0.641864985378
0.0202743224214,0.115224844794,-3.9295404211,-0.0453483460998,0.618897750999
0.0255002059076,0.0749568707061,-3.93334230776,-0.00289019050711,0.629241546491
0.0508252259503,0.0573658580848,-3.88980967444,0.0205168380105,0.66097384162
-0.0147252600893,0.108688133863,-3.89736153765,0.0145706348879,0.590205419451
0.0516754156939,0.0453513040973,-3.90454482419,-0.0286857706044,0.659046472677
0.0289882085159,0.118060388734,-3.90000921135,-0.0430215855022,0.630337095666
0.0385208330476,0.0808840931388,-3.85667941306,0.0261826111395,0.650581173026
0.0397148921863,0.129375350446,-3.86070573049,0.0758235922058,0.648181852695
0.0832067339609,0.177516849854,-3.8579410511,0.0368838026862,0.683019593067
0.0540118755957,0.174613641631,-3.86674994984,-0.0165711090558,0.651462529737
0.0692548117147,0.166276929231,-3.83390903883,0.045452575665,0.673751099015
0.0985687575872,0.183826311931,-3.81866624948,-0.0206200525857,0.698905029196
0.083412965164,0.207929204657,-3.82732799089,-0.0148572265835,0.678474486669
0.0588151647696,0.186358417903,-3.82667866393,-0.0473765396195,0.656977284704
0.0885309981378,0.206537328839,-3.83180861097,-0.0861027486757,0.680653466184
0.0919210500989,0.133395336101,-3.82694236822,0.0532065690976,0.70223885625
0.0888013696271,0.201478914654,-3.80213217029,0.00654111562466,0.688491719152
0.0847377264876,0.264280056668,-3.7987899828,0.118905186031,0.674502046012
0.111692566264,0.146456979696,-3.78047496078,0.0279647701016,0.723761569361
0.125362090544,0.25943609145,-3.77530755848,-0.0197165847318,0.713292196905
0.0857662990495,0.208145235389,-3.78165737597,-0.0548381506333,0.683826102963
0.108072889077,0.284195318504,-3.7609902317,-0.010688611042,0.691248767733
0.0635258342612,0.21084708075,-3.74224171472,-0.00284256934649,0.667006520081
0.11725161064,0.197327011885,-3.76239947141,-0.00648244512044,0.721093249822
0.111972461591,0.251374320425,-3.74538797304,0.079263025383,0.70871668541
0.0623293268015,0.210593554202,-3.75960012892,-0.000904669623023,0.664201959241
0.1023885203,0.258614279058,-3.72657140035,0.0222997751822,0.697127037326
0.155333680203,0.284686943877,-3.74822490374,0.028271295339,0.740693588246
0.109993731229,0.271768590154,-3.71558492565,0.00851474174217,0.701827331418
0.0848950627823,0.297543740113,-3.71324807195,0.0296314755603,0.670624837238
0.123758117434,0.317839422047,-3.690727391,0.139059701005,0.709344476562
0.14048558297,0.321519599162,-3.68533948509,0.104635176898,0.724062519192
0.139233872568,0.2790685227,-3.69988381446,0.0121556497968,0.730557699927
0.137289992413,0.323170163652,-3.68559368037,0.110772331182,0.720571056414
0.155262730251,0.351341760537,-3.67489499747,0.097143214606,0.729597520898
0.139157868749,0.301983584917,-3.69190295466,0.0587218953904,0.726422597675
